env,agent,label,exploration_constant,rollout_policy,horizon,sim_budget,vary_agent_seed,success,reward,std_reward,obs,se_success_seed_level,se_reward_seed_level,se_reward_pooled,n_seeds,wall_clock_s,ms_per_ep,seed_list,episodes_per_seed,git_sha,generated_utc
Diagnosis-N4,POMCP,POMCP c=5 uniform,5.0,uniform,5,200,True,0.682,-12.806,27.727105222146793,3.726,0.020651876428063376,1.158932051502589,0.8768080542513281,5,11.902285099029541,11.902285099029541,42|123|456|789|1024,200,da17d88,2026-09-06T15:04:53Z
Diagnosis-N4,POMCP,POMCP c=10 uniform,10.0,uniform,5,200,True,0.707,-11.35,27.113197893276993,3.77,0.020346989949375803,1.2097458410757196,0.857394599936342,5,12.15395712852478,12.15395712852478,42|123|456|789|1024,200,da17d88,2026-09-06T15:05:05Z
Diagnosis-N4,POMCP,POMCP c=20 uniform,20.0,uniform,5,200,True,0.646,-14.246,28.386043824386658,3.006,0.02441311123146741,1.4574029984873778,0.8976455224641852,5,9.28658413887024,9.28658413887024,42|123|456|789|1024,200,da17d88,2026-09-06T15:05:14Z
Diagnosis-N4,POMCP,POMCP c=50 uniform,50.0,uniform,5,200,True,0.55,-19.071,29.6293766218596,2.071,0.017677669529663684,1.0180095775580897,0.9369631577602185,5,6.006367921829224,6.006367921829224,42|123|456|789|1024,200,da17d88,2026-09-06T15:05:20Z
Diagnosis-N4,POMCP,POMCP c=60 uniform,60.0,uniform,5,200,True,0.555,-18.671,29.58054696924991,1.971,0.023558437978779486,1.408349565981401,0.9354190285642044,5,5.587380886077881,5.587380886077881,42|123|456|789|1024,200,da17d88,2026-09-06T15:05:26Z
Diagnosis-N4,POMCP,POMCP c=5 info-gain,5.0,info_gain,5,200,True,0.714,-11.229,26.847654627546145,4.069,0.014611639196202448,0.8580565249445983,0.8489973845660539,5,19.12670087814331,19.12670087814331,42|123|456|789|1024,200,da17d88,2026-09-06T15:05:45Z
Diagnosis-N4,POMCP,POMCP c=60 info-gain,60.0,info_gain,5,200,True,0.601,-16.18,29.19403363702933,2.24,0.028080242164197952,1.646873553130294,0.9231964038058208,5,10.11627197265625,10.11627197265625,42|123|456|789|1024,200,da17d88,2026-09-06T15:05:55Z
Diagnosis-N4,MCTS-EFE,MCTS-EFE c=60 (default),60.0,efe,5,200,False,0.942,-3.256,14.29001273617347,9.776,0.004636809247747833,0.3046243588421648,0.4518898803912298,5,100.45607113838196,100.45607113838196,42|123|456|789|1024,200,da17d88,2026-09-06T15:07:36Z
Diagnosis-N4,MCTS-EFE,MCTS-EFE c=5,5.0,efe,5,200,False,0.947,-2.755,13.646573745816198,9.575,0.004062019202317967,0.31407801578588723,0.43154255294234883,5,2180.720402956009,2180.720402956009,42|123|456|789|1024,200,da17d88,2026-09-06T15:43:56Z
Tileworld-6x6,POMCP,POMCP c=1 uniform,1.0,uniform,2,200,True,0.223,-43.99,24.046245029110054,7.37,0.016628289148315892,0.9082125301932359,0.7604090346648966,5,39.610584020614624,39.610584020614624,42|123|456|789|1024,200,da17d88,2026-09-06T15:44:36Z
Tileworld-6x6,POMCP,POMCP c=2 uniform,2.0,uniform,2,200,True,0.197,-44.778,23.126018161369675,6.598,0.017435595774162694,0.9675427639127896,0.7313089060034754,5,36.60346603393555,36.60346603393555,42|123|456|789|1024,200,da17d88,2026-09-06T15:45:13Z
Tileworld-6x6,POMCP,POMCP c=5 uniform,5.0,uniform,2,200,True,0.113,-46.546,18.34077108520795,3.326,0.01079351657246145,0.6069872321556689,0.5799861067301527,5,19.58667802810669,19.58667802810669,42|123|456|789|1024,200,da17d88,2026-09-06T15:45:32Z
Tileworld-6x6,POMCP,POMCP c=10 uniform,10.0,uniform,2,200,True,0.075,-47.427,15.244037227716285,1.927,0.007416198487095661,0.45817736740262516,0.48205878375982325,5,11.672351837158203,11.672351837158203,42|123|456|789|1024,200,da17d88,2026-09-06T15:45:44Z
Tileworld-6x6,POMCP,POMCP c=20 uniform,20.0,uniform,2,200,True,0.055,-47.865,13.291680668749155,1.165,0.00961769203083567,0.5587217554382512,0.42031984844877357,5,7.156893014907837,7.156893014907837,42|123|456|789|1024,200,da17d88,2026-09-06T15:45:51Z
Tileworld-6x6,POMCP,POMCP c=50 uniform,50.0,uniform,2,200,True,0.028,-48.408,9.914007060719696,0.088,0.003391164991562634,0.2082582531377809,0.31350843050865473,5,3.219036340713501,3.219036340713501,42|123|456|789|1024,200,da17d88,2026-09-06T15:45:54Z
Tileworld-6x6,POMCP,POMCP c=60 uniform,60.0,uniform,2,200,True,0.035,-47.999,11.02973249902281,0.099,0.005700877125495689,0.35134527177692393,0.3487907667929298,5,3.1761772632598877,3.1761772632598877,42|123|456|789|1024,200,da17d88,2026-09-06T15:45:58Z
Tileworld-6x6,POMCP,POMCP c=5 info-gain,5.0,info_gain,2,200,True,0.191,-44.365,22.042998321462534,5.825,0.022934689882359433,1.2861454039104594,0.6970608115509006,5,67.86635971069336,67.86635971069336,42|123|456|789|1024,200,da17d88,2026-09-06T15:47:05Z
Tileworld-6x6,POMCP,POMCP c=60 info-gain,60.0,info_gain,2,200,True,0.062,-47.247,13.419835729247955,0.967,0.008746427842267951,0.4480418507237916,0.42437246729730244,5,11.365553140640259,11.365553140640259,42|123|456|789|1024,200,da17d88,2026-09-06T15:47:17Z
Tileworld-6x6,MCTS-EFE,MCTS-EFE c=60 (default),60.0,efe,2,200,False,0.954,-25.019,15.714090460475273,32.259,0.0057879184513951,0.24887446634799643,0.49692317213026,5,1332.1350073814392,1332.1350073814392,42|123|456|789|1024,200,da17d88,2026-09-06T16:09:29Z
Tileworld-6x6,MCTS-EFE,MCTS-EFE c=5,5.0,efe,2,200,False,0.949,-22.26,15.20382846522546,29.2,0.00696419413859204,0.46052144358324976,0.4807872710461457,5,13305.555770158768,13305.555770158768,42|123|456|789|1024,200,da17d88,2026-09-06T19:51:14Z
